water_source_type,inspecting_agency,inspection_date,region,district,source_name,nearest_settlement_name,establishing_agency,date_source_established,latitude,longitude,permanent,functioning,reason_for_non_functioning,management_type,wsc_date_of_establishment,cost_of_water_for_humans,name_of_operator,operator_contact_number,last_intervention_description,last_intervention_date
Dug Well,SWALIM_WSIS,2008-12-06,Woqooyi Galbeed,Hargeisa,Xunbaweyne dug well 8,Jaleelo,,,9.7953,44.291,Yes,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-02-25,Woqooyi Galbeed,Berbera,Lafaruuq/W-O66,,,,10.00995,44.77228,,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2011-12-13,Woqooyi Galbeed,Berbera,las xag,,,,10.283027,45.402527,,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2011-12-15,Woqooyi Galbeed,Berbera,karin,,,,10.8459,45.764,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-17,Woqooyi Galbeed,Gebiley,Satiile 2,Satiile,GRC - Germany Red Cross,  4/1/2004,9.8015,43.3956,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-17,Woqooyi Galbeed,Gebiley,Satiile 1,Satiile Town,,,9.8017,43.3956,No,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-17,Woqooyi Galbeed,Gebiley,Satiile 3,Satiile Town,,,9.8047,43.396,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-17,Woqooyi Galbeed,Gebiley,Burdi 2,Geed Diqsi,,,9.8422,43.4076,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-17,Woqooyi Galbeed,Gebiley,Burdi 3,Geed Diqsi,,,9.8422,43.4083,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-17,Woqooyi Galbeed,Gebiley,Burdi 1,Geed Diqsi,,,9.8424,43.4086,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Gebiley,Cigaal 5,Ceel Bardaale,,,9.7955,43.4726,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Gebiley,Cigaal 1,Ceel Bardaale,,,9.7965,43.4727,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Gebiley,Cigaal 4,Ceel Bardaale,,,9.7959,43.473,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Gebiley,Cigaal 3,Ceel Bardaale,,,9.796,43.4731,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Gebiley,Cigaal 6,Ceel Bardaale,,,9.7972,43.474,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Gebiley,Ceel Bardaale 1,Ceel Bardaale,,,9.8229,43.4749,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Gebiley,Ceel Bardaale 3,Ceel Bardaale,,,9.8169,43.479,Yes,Yes,,,,,,,,
Dam,SWALIM_WSIS,2009-10-21,Bay,Qansax Dheere,Dhaso,Dhaso,,,2.8541,42.772,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-30,Woqooyi Galbeed,Gebiley,Xamarta Hogeed,Bacado,,,10.0287,43.6107,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-04,Woqooyi Galbeed,Gebiley,Qalax Dug Well 2,gebiley,,,9.7164,43.6364,Yes,Yes,,,,,,,,2004-01-24
Dug Well,SWALIM_WSIS,2008-05-25,Woqooyi Galbeed,Hargeisa,Sheikh Abdaal 6,Madheera,,,9.951,44.6896,No,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-04,Woqooyi Galbeed,Gebiley,Qadahaa dhawaha 1,gebiley,,,9.7123,43.6444,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-04,Woqooyi Galbeed,Gebiley,Qalax Dug Well 4,gebiley,,,9.7158,43.6463,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-04,Woqooyi Galbeed,Gebiley,Qallax Dug Well 3,gebiley,UNICEF - United Nations Children's Fund, 7/24/2008,9.7159,43.6463,Yes,Yes,,,,,,,,1998-01-24
Dug Well,SWALIM_WSIS,2008-08-06,Woqooyi Galbeed,Hargeisa,Darasalam Dug Well 1,Darasalam,,,9.8337,44.0028,Yes,Yes,,,,,,,,
Dam,,2016-01-30,Galgaduud,Cabudwaaq,Qoryo Cade WC,Gidheys,Other, 1/30/2011,6.0326,46.6412,No,No,,,,,,,,
Dug Well,SWALIM_WSIS,2008-08-06,Woqooyi Galbeed,Hargeisa,Horohadley Dug Well 1,Darasalam,,,9.8474,44.0299,,,,,,,,,,
Dug Well,Somaliland_MoWRD,2019-09-28,Woqooyi Galbeed,Gebiley,Gabilay dug well,Gabilay,,,9.7161,43.6463,yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-12-06,Woqooyi Galbeed,Gebiley,Hore Bili 1,gebiley,,,9.719,43.6509,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-12-06,Woqooyi Galbeed,Gebiley,Horebili  2,gebiley Town,,,9.72,43.6517,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-12-06,Woqooyi Galbeed,Gebiley,Horebili 4,gebiley,,,9.7195,43.6518,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-12-06,Woqooyi Galbeed,Gebiley,Yanuunta 4,gebiley Town,,,9.7215,43.6579,Yes,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-01-04,Woqooyi Galbeed,Gebiley,gebiley 1,,,,9.7332,43.7238,,Yes,,,,,,,,
Dug Well,Somaliland_MoWRD,2019-10-25,Woqooyi Galbeed,Gebiley,Yaxyeshalow,Arwbsiyo,Private,11-12-18,9.6562,43.7295,yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Gebiley,Agamsaha 1,Arabsiyo,,,9.6855,43.7301,Yes,Yes,,,,,,,,
Dug Well,Somaliland_MoWRD,2019-09-29,Woqooyi Galbeed,Gebiley,Agamsaha Dug Well,Agamsaha,ADRA - Adventist Development Relief Agency, 9/29/2010,9.6859,43.7301,no,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Gebiley,Agamsaha 3,Arabsiyo Town,,,9.6895,43.7311,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Hargeisa,Dararweyne Dug Well 4,Awbarkhadleh,,,9.175,44.2216,Yes,Yes,,,,,,,,1998-01-15
Dug Well,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Gebiley,Arabsiyo 6,Arabsiyo  Town,, 7/28/2003,9.678,43.7569,Yes,Yes,,,,,,,,2007-01-28
Dug Well,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Gebiley,Arabsiyo 3,Arabsiyo Town,UNICEF - United Nations Children's Fund, 1/25/2006,9.6782,43.7571,,,,,,,,,,
Dam,SWALIM_WSIS,2009-09-30,Gedo,Baardheere,Guuraay,Guuraay,,,2.2291,42.34,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Gebiley,Arabsiyo 8,Arabsiyo  Town,UNICEF - United Nations Children's Fund, 1/28/1997,9.6822,43.7571,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Gebiley,Arabsiyo 9,Arabsiyo Town,,,9.6816,43.7572,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Gebiley,Arabsiyo 7,Arabsiyo Town,,,9.6775,43.7573,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Gebiley,Arabsiyo 2,Arabsiyo Town,UNICEF - United Nations Children's Fund, 1/25/2006,9.678,43.7574,,,,,,,,,,
Dug Well,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Gebiley,Arabsiyo 4,Arabsiyo Town,UNOPS - United Nations Office for Project Services, 7/28/1993,9.6784,43.7574,,,,,,,,,,
Dug Well,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Gebiley,Arabsiyo 1,Arabsiyo Town,UNICEF - United Nations Children's Fund, 1/25/2006,9.6782,43.7576,Yes,No,,,,,,,,
Dug Well,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Gebiley,arabsiyo 5,Arabsiyo  Town,,,9.6785,43.7577,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Gebiley,Arabsiyo 10,Arabsiyo  Town,,,9.6956,43.7675,Yes,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-01-29,Woqooyi Galbeed,Gebiley,Cali Xaydh,Cali Xaydh,UNHRC - United Nations High Commission for Refugees, 1/24/2001,10.0416,43.7828,,Yes,,,,,,,,2004-03-03
Dug Well,SWALIM_WSIS,2008-06-17,Woqooyi Galbeed,Hargeisa,Xaraf Dug Well 11,Xaraf,,,9.5493,44.004,,,,,,,,,,
Dug Well,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Hargeisa,Kalqoray Dug Well 2,Geed deeble,,,9.8183,44.005,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-08-06,Woqooyi Galbeed,Hargeisa,Xamarta Dug Well 2,Horohadley,,,9.8798,44.029,Yes,Yes,,,,,,,,2007-01-18
Dug Well,SWALIM_WSIS,2008-08-06,Woqooyi Galbeed,Hargeisa,Xamarta Dug Well 1,Horohadley,Action Aid, 1/15/2008,9.8805,44.0312,Yes,Yes,,,,,,,,2008-01-15
Dug Well,SWALIM_HGS,2012-02-03,Woqooyi Galbeed,Hargeisa,Isasudhan/W-045,,,,10.1556,44.1009,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-11-05,Woqooyi Galbeed,Hargeisa,Bildhaaley,Boodaale,,,10.1774,44.1099,No,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-14,Woqooyi Galbeed,Hargeisa,Haleeya Dug Well 1,Gacan Libax Hargeisa,,,9.5844,44.174,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-14,Woqooyi Galbeed,Hargeisa,Haleeya Dug Well,Gacan Libax,,,9.5846,44.174,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-14,Woqooyi Galbeed,Hargeisa,Haleeya Dug Well 4,Gacan Libax,,,9.5844,44.1742,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-14,Woqooyi Galbeed,Hargeisa,Haleeya Dug Well 5,Gacan Libax,,,9.5841,44.1744,Yes,Yes,,,,,,,,
Dam,SWALIM_WSIS,2009-08-10,Bay,Baydhaba,Gorisane,Bulo barako,,,2.947,43.4192,Yes,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-02-03,Woqooyi Galbeed,Hargeisa,Boodaale 2,Bildhale,,,10.0795,44.1756,,,,,,,,,,
Dug Well,SWALIM_HGS,2011-12-11,Woqooyi Galbeed,Hargeisa,Har_Hal_shw01,,,,9.6083,44.2189,,Yes,,,,,,,,2007-06-20
Spring,SWALIM_WSIS,2008-05-26,Sanaag,Ceel Afweyn,Daryeela Spring,Daryeela,,,10.4866,47.0136,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Hargeisa,Dararweyne Dug Well 3,Awbarkhadle,,,9.712,44.2202,Yes,Yes,,,,,,,,
Dug Well,SWALIM Archives,2004-04-07,Woqooyi Galbeed,Hargeisa,Balli Kaliil 2,,,,9.0833,44.497,,,,,,,,,,
Dug Well,SWALIM Archives,2004-04-07,Woqooyi Galbeed,Hargeisa,Balli Kaliil 1,,,,9.0833,44.497,,,,,,,,,,
Dug Well,Somaliland_MoWRD,2019-10-04,Woqooyi Galbeed,Hargeisa,DararwayneDug Well,Dararwayne,Community, 10/4/2006,9.7157,44.2224,no,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Hargeisa,Dararweyne Dug Well 1,Awbarkhadle,,,9.71,44.2231,Yes,Yes,,,,,,,,2002-01-18
Dug Well,SWALIM_HGS,2012-02-15,Woqooyi Galbeed,Hargeisa,Dara Weyne,,,,9.7156,44.2231,,Yes,,,,,,,,
Dam,SWALIM_WSIS,2009-01-10,Gedo,Baardheere,Warkulan,Buulofuur,,,2.1875,42.295,Yes,Yes,,,,,,,,2004-09-04
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Hargeisa,Dararweyne Dug Well 5,Awbarkhaleh,,,9.7164,44.226,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Hargeisa,Dararweyne Dug Well 6,Awbarkhadle,,,9.7316,44.2335,,,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Hargeisa,Dararweyne Dug Well 7,Awbarkhadleh,,,9.7308,44.2336,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-04,Woqooyi Galbeed,Hargeisa,Dararweyne Dug Well 9,Awbarkhadleh,,,9.73,44.24,Yes,Yes,,,,,,,,2002-01-15
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Hargeisa,Dararweyne Dug Well 8,Awbarkhadleh,,,9.7343,44.2402,,,,,,,,,,1998-01-15
Dug Well,SWALIM_HGS,2012-02-16,Woqooyi Galbeed,Hargeisa,Qururuxley,Qururuxley,,,9.8259,44.2543,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-12-06,Woqooyi Galbeed,Hargeisa,Xunbaweyne dug well  7,Jaleelo,,,9.8077,44.2788,Yes,No,,,,,,,,2002-01-28
Dug Well,SWALIM_WSIS,2008-12-06,Woqooyi Galbeed,Hargeisa,Xunboweyne dug well,Jaleelo,,,9.8061,44.2799,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-12-06,Woqooyi Galbeed,Hargeisa,Xunbaweyne dug well 3,Jaleelo,,,9.8075,44.28,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-14,Woqooyi Galbeed,Hargeisa,Rabley Dug Well 1,Jaleelo,,,9.7343,44.2808,Yes,Yes,,,,,,,,
Spring,SWALIM_WSIS,2008-07-09,Bari,Bandar Beyla,Shululux,Dhuur,,,9.2325,50.6644,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-14,Woqooyi Galbeed,Hargeisa,Rabley Dug Well 2,Jaleelo,,,9.7351,44.2816,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-12-06,Woqooyi Galbeed,Hargeisa,Xunboweyne dug well 4,Jaleelo,,,9.8066,44.2861,Yes,Yes,,,,,,,,
Dug Well,Somaliland_MoWRD,2019-10-04,Woqooyi Galbeed,Hargeisa,Xunbawyneshalow,Xunbawayne,SRCS - Somali Red Crescent Society, 10/4/2015,9.807,44.2865,no,No,The flood damaged,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-06,Woqooyi Galbeed,Hargeisa,Xunbaweyne dug well 5,Jaleelo,,,9.804,44.2867,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-12-06,Woqooyi Galbeed,Hargeisa,Xunbaweyne dug well 6,Jaleelo,,,9.8036,44.287,Yes,Yes,,,,,,,,
Dam,COOPI,2012-12-14,Galgaduud,Dhusa Marreb,Gabon 2,Gaboon,Community,  2/4/2008,5.1583,45.7712,Yes,No,,,,,,,,2008-02-04
Dug Well,SWALIM_WSIS,2008-07-06,Woqooyi Galbeed,Hargeisa,Jaleelo Dug Well 2,Xumboweyne,,,9.7653,44.2908,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-14,Woqooyi Galbeed,Hargeisa,Jaleelo Dug Well 4,Xumboweyne,,,9.7664,44.2924,Yes,Yes,,,,,,,,2002-04-05
Spring,SWALIM_WSIS,2008-11-06,Sanaag,Ceerigaabo,Jiidali,Kulmiye,,,10.7322,47.6353,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-14,Woqooyi Galbeed,Hargeisa,Jaleelo Dug Well 5,Xumboweyne,,,9.7667,44.2927,Yes,Yes,,,,,,,,2003-11-08
Dug Well,SWALIM_WSIS,2008-06-14,Woqooyi Galbeed,Hargeisa,Jaleelo Dug Well 6,Xumboweyne,,,9.7671,44.293,Yes,Yes,,,,,,,,2002-11-01
Dug Well,SWALIM_WSIS,2008-12-06,Woqooyi Galbeed,Hargeisa,Jallelo dug well 1,Xunbaweyne,,,9.7828,44.293,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-14,Woqooyi Galbeed,Hargeisa,Jaleelo Dug Well 7,Xumboweyne,,,9.7682,44.2937,Yes,Yes,,,,,,,,2002-11-01
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Hargeisa,Dararweyne Dug Well 2,Awbarkhadle,,,9.7103,44.2992,Yes,Yes,,,,,,,,
Dug Well,Somaliland_MoWRD,2019-10-03,Woqooyi Galbeed,Hargeisa,AwbarkhadleDug Well2,Awbarkhqdle2,Somaliland Ministry of Environment and Rural Development, 10/5/2017,9.6836,44.3032,no,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Hargeisa,Awbarkhadle 4,Diingal,,,9.6878,44.311,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Hargeisa,Awbarkhadle 3,Diingal,,,9.6886,44.3114,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Hargeisa,Awbarkhadle 5,Dungal,,,9.6863,44.3117,Yes,Yes,,,,,,,,
Dug Well,Somaliland_MoWRD,2019-10-03,Woqooyi Galbeed,Hargeisa,Awbarkhadle Dug Well,Awbarkhadle,Community, 10/3/2011,9.6911,44.3118,no,No,The pump stoped,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Hargeisa,Awbarkhadle 1,Diingal,,,9.6908,44.3124,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-10-06,Woqooyi Galbeed,Hargeisa,Awbarkhadle 2,Diingal,,,9.6917,44.3125,,,,,,,,,,
Dam,COOPI,2012-12-31,Galgaduud,Cabudwaaq,Odale,Odale,,,5.6947,45.6154,No,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-02-14,Woqooyi Galbeed,Hargeisa,Alaala Cadka 2,Dhabin Hagoog,,,9.8524,44.3533,,Yes,,,,,,,,
Dam,COOPI,2012-12-13,Galgaduud,Cabudwaaq,Xamure,hagogan,Towfiq,  2/2/2010,5.7996,46.307,No,No,,,,,,,,2010-02-02
Dug Well,SWALIM_HGS,2012-02-11,Woqooyi Galbeed,Hargeisa,Diinqal,Awbarkhadle,,,9.6966,44.3635,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-02,Woqooyi Galbeed,Hargeisa,Ceel Lahelay Dug Well 1,Dungal,,,9.6962,44.3656,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-27,Woqooyi Galbeed,Hargeisa,Dhagax Mohd Dug Well 1,Alaalacadka,,,9.8229,44.4027,Yes,Yes,,,,,,,,2005-01-28
Dug Well,Somaliland_MoWRD,2019-10-07,Woqooyi Galbeed,Hargeisa,Dheentashalow,Dheenta,Community,10/27/2016,9.7363,44.4048,no,Yes,,,,,,,,
Dam,SWALIM_WSIS,2009-10-16,Gedo,Garbahaarey,W/Catmen (Qaydo),B/Dhubo,,,3.14,42.62,Yes,Yes,,,,,,,,1998-02-03
Dug Well,SWALIM_HGS,2012-02-11,Woqooyi Galbeed,Hargeisa,Dheenta,,,,9.7362,44.4094,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-27,Woqooyi Galbeed,Hargeisa,Dhabin Hagoog Dug Well 1,Alaalacadka,,,9.8788,44.41,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-31,Woqooyi Galbeed,Hargeisa,Dhatiso Dug Well 4,Dhubato,,,9.7334,44.4263,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-31,Woqooyi Galbeed,Hargeisa,Dhatiso Dug Well 2,Dhubato,,,9.7333,44.4281,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-31,Woqooyi Galbeed,Hargeisa,Dhatiso Dug Well 1,Dhubato,,,9.733,44.4283,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-31,Woqooyi Galbeed,Hargeisa,Dhatiso Dug Well 6,Dhubato,,,9.7309,44.4285,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-31,Woqooyi Galbeed,Hargeisa,Dhatiso Dug Well 5,Dhubato,,,9.7307,44.4295,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-27,Woqooyi Galbeed,Hargeisa,Ishacobosha Dug Well 3,Alaaladka Settlement,,,9.8785,44.4323,,Yes,,,,,,,,
Spring,SWALIM_WSIS,2008-06-14,Sanaag,Ceerigaabo,Badhan,Hadaafimo,,,10.7139,48.3364,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-27,Woqooyi Galbeed,Hargeisa,Ishacobosha Dug Well 1,Alaalaadka Settlement,,,9.8802,44.4336,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-27,Woqooyi Galbeed,Hargeisa,Ishacobosha Dug Well 2,Alaladka settlement,,,9.8806,44.4349,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-27,Woqooyi Galbeed,Hargeisa,Gullaarleh Dug Well 1,Alaaladka,,,9.8581,44.437,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-22,Woqooyi Galbeed,Hargeisa,Faruur Dug Well 1,,,,10.1028,44.4572,,Yes,,,,,,,,2007-01-01
Dug Well,Somaliland_MoWRD,2019-10-07,Woqooyi Galbeed,Hargeisa,Dhubatoshalow,Dhubato,Somaliland MoWRD - Ministry of Water Resources Development,10/27/2017,9.7403,44.4676,no,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-29,Woqooyi Galbeed,Hargeisa,Dubbato Dug Well 1,Daxarbudug,,,9.7404,44.4677,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-29,Woqooyi Galbeed,Hargeisa,Bali Kalul,Qoton Weyn,,,9.0841,44.4979,Yes,Yes,,,,,,,,2003-06-01
Dug Well,SWALIM_HGS,2011-12-18,Woqooyi Galbeed,Hargeisa,shaarub,shaarub,,,9.4228,44.4987,,Yes,,,,,,,,
Dug Well,Somaliland_MoWRD,2019-10-13,Woqooyi Galbeed,Hargeisa,Bayaneshalow,Bayane,Private,11-12-05,9.4273,44.499,no,Abandoned,It's dry,,,,,,,
Dug Well,SWALIM_HGS,2012-02-12,Woqooyi Galbeed,Hargeisa,Dacar Budhuq 2,,,,9.8475,44.5189,,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2011-12-12,Woqooyi Galbeed,Hargeisa,weeraarta,,,,9.7676,44.69249,,Yes,,,,,,,,
Dug Well,Somaliland_MoWRD,2019-10-12,Woqooyi Galbeed,Hargeisa,Dacarbudhuqshalow,Dacarbudhuqshalow,CARE Somalia,11-12-18,9.8199,44.5504,yes,No,Dry and pipeline broken,,,,,,,
Dug Well,SWALIM Archives,2004-04-07,Woqooyi Galbeed,Hargeisa,Sabawanaag 1,,,,9.0435,44.5805,,,,,,,,,,
Dug Well,SWALIM Archives,2004-04-07,Woqooyi Galbeed,Hargeisa,Sabawanaag 2,,,,9.0478,44.5808,,,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-29,Woqooyi Galbeed,Hargeisa,Sabawanaag,Bali Kalul,,,9.0437,44.5811,Yes,Yes,,,,,,,,2007-06-01
Dug Well,SWALIM_HGS,2011-12-19,Woqooyi Galbeed,Hargeisa,ali Aden 2,,,,9.0435,44.5814,,Yes,,,,,,,,
Dam,GSA/SWALIM,2017-10-05,Bakool,Tayeeglow,Misir WC,Misir,Community,26-05-05,3.9867,44.5961,No,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2011-12-12,Woqooyi Galbeed,Hargeisa,weerarta,,,,9.76816,44.68345,,Yes,,,,,,,,1983-02-17
Dug Well,Somaliland_MoWRD,2019-10-13,Woqooyi Galbeed,Hargeisa,Sabawanagshalow,Sabawanag,Community,11-12-01,9.0436,44.5817,no,Yes,,,,,,,Rehabilitation pipeline,2014-11-12
Dug Well,SWALIM_WSIS,2008-05-26,Woqooyi Galbeed,Hargeisa,Dooxa Guban Dug Well 2,Qoxle,,,9.9578,44.5975,Yes,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-02-13,Woqooyi Galbeed,Hargeisa,Dooxo Guban,,,,9.9518,44.5979,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-26,Woqooyi Galbeed,Hargeisa,Dooxa Guban Dug Well 3,Qoxle,,,9.9632,44.6021,Yes,Yes,,,,,,,,2006-01-28
Dug Well,SWALIM_WSIS,2008-05-26,Woqooyi Galbeed,Hargeisa,Dooxa Guban Dug Well 4,Qoxle,,,9.968,44.6056,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-26,Woqooyi Galbeed,Hargeisa,Qoxle Dug Well 1,Dooxo Gubar,,,9.9557,44.6286,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-26,Woqooyi Galbeed,Hargeisa,Qoxle Dug well 2,Dooxo Guban,,,9.9587,44.6287,Yes,Yes,,,,,,,,
Dug Well,Somaliland_MoWRD,2019-10-07,Woqooyi Galbeed,Hargeisa,Maqaxidainantashalow,Maqxida inanta,Community,  9/7/2019,9.9118,44.6331,yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-11-06,Woqooyi Galbeed,Hargeisa,Qoton Dabo Dug Well 1,Harasheikh,,,9.1723,44.6432,Yes,Yes,,,,,,,,
Dam,SWALIM_WSIS,2008-06-24,Woqooyi Galbeed,Gebiley,Meecaad,Gabiley,,,9.6848,43.7072,No,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-11-06,Woqooyi Galbeed,Hargeisa,Qoton Dabo dug well 5,Harasheikh,,,9.1724,44.6432,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-11-06,Woqooyi Galbeed,Hargeisa,Qoton Dabo Dug Well 2,Harasheikh,,,9.1725,44.6433,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-11-06,Woqooyi Galbeed,Hargeisa,Qoton Dabo Dug Well 3,Harasheikh,,,9.1726,44.6437,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-11-06,Woqooyi Galbeed,Hargeisa,Qoton Dabo dug well 4,Harasheikh,,,9.1724,44.6438,Yes,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2011-12-18,Woqooyi Galbeed,Hargeisa,Ina Hindise,,,,9.1733,44.6455,,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2011-12-18,Woqooyi Galbeed,Hargeisa,Ali Aden 1,,,,9.0727,44.6623,,Yes,,,,,,,,
